EntrezA	EntrezB	Metabolite
11001	1384	adrncoa
11001	54898	adrncoa
1376	3033	adrncoa
23305	60481	adrncoa
1376	35	adrncoa
81616	54898	adrncoa
23205	1384	adrncoa
23205	79071	adrncoa
2180	6646	adrncoa
1376	10449	adrncoa
2180	1375	adrncoa
2180	641372	adrncoa
2180	10965	adrncoa
2180	79993	adrncoa
2182	79071	adrncoa
2180	11332	adrncoa
2180	122970	adrncoa
1376	3032	adrncoa
51703	6646	adrncoa
81616	6646	adrncoa
1376	28976	adrncoa
11001	79071	adrncoa
1376	3030	adrncoa
2181	1384	adrncoa
23305	54898	adrncoa
2181	54898	adrncoa
23205	60481	adrncoa
1376	1892	adrncoa
2180	6785	adrncoa
2182	1384	adrncoa
2182	60481	adrncoa
1376	30	adrncoa
11001	8435	adrncoa
1384	6584	adrncrn
5409	6571	adrnl
5409	6570	adrnl
5409	4129	adrnl
5409	118881	adrnl
5409	4128	adrnl
113451	79814	agm
1312	10768	ahcys
29947	29958	ahcys
6839	55870	ahcys
1787	4297	ahcys
8731	10768	ahcys
10400	4234	ahcys
9757	191	ahcys
27232	29958	ahcys
83852	4234	ahcys
8085	55687	ahcys
54904	7172	ahcys
79813	23067	ahcys
79813	60487	ahcys
80854	55621	ahcys
29072	4234	ahcys
79813	84787	ahcys
79723	55870	ahcys
10400	115286	ahcys
8731	55687	ahcys
118881	51611	ahcys
5409	5110	ahcys
55904	51611	ahcys
57412	56339	ahcys
29947	7172	ahcys
9869	55621	ahcys
55870	4234	ahcys
64754	55621	ahcys
6839	60487	ahcys
11185	10768	ahcys
1787	7468	ahcys
4552	191	ahcys
11185	55621	ahcys
1312	23070	ahcys
79723	8085	ahcys
438	191	ahcys
9869	84787	ahcys
79723	56339	ahcys
79723	2146	ahcys
10400	1757	ahcys
438	55621	ahcys
1786	9757	ahcys
64324	4234	ahcys
5409	60487	ahcys
58508	23067	ahcys
84444	191	ahcys
27232	56339	ahcys
79813	81627	ahcys
4837	56339	ahcys
1789	2146	ahcys
64754	56339	ahcys
84787	1757	ahcys
83852	54904	ahcys
1788	1757	ahcys
84444	64324	ahcys
6419	4234	ahcys
80854	4297	ahcys
55904	55621	ahcys
9757	10768	ahcys
220074	10768	ahcys
57412	191	ahcys
64754	4234	ahcys
57412	10768	ahcys
23067	55621	ahcys
4297	60487	ahcys
8085	10768	ahcys
23463	51611	ahcys
57412	55687	ahcys
80854	51111	ahcys
387893	64324	ahcys
57412	7172	ahcys
1788	64754	ahcys
83852	6419	ahcys
9757	60487	ahcys
1312	4234	ahcys
10919	84787	ahcys
4552	7172	ahcys
8085	81627	ahcys
29947	55687	ahcys
84444	7172	ahcys
7468	55687	ahcys
84444	55870	ahcys
1788	55870	ahcys
8085	60487	ahcys
8085	23070	ahcys
2593	1757	ahcys
1787	55904	ahcys
57412	60487	ahcys
4297	23070	ahcys
79723	60487	ahcys
1786	55904	ahcys
8731	81627	ahcys
79813	2146	ahcys
27232	4234	ahcys
79723	9739	ahcys
64754	51611	ahcys
220074	5110	ahcys
118881	56339	ahcys
80854	56339	ahcys
1789	4234	ahcys
11185	1757	ahcys
23463	191	ahcys
11185	51611	ahcys
1789	9757	ahcys
2593	51611	ahcys
10400	54658	ahcys
387893	55904	ahcys
79723	51611	ahcys
55904	60487	ahcys
1787	2146	ahcys
9869	9757	ahcys
55870	55687	ahcys
10919	4297	ahcys
51111	5110	ahcys
115286	191	ahcys
29072	5110	ahcys
84444	9757	ahcys
8731	23070	ahcys
220074	56339	ahcys
6839	23070	ahcys
10400	54600	ahcys
3176	23070	ahcys
8731	4234	ahcys
4837	81627	ahcys
4837	10768	ahcys
79813	5110	ahcys
11185	55687	ahcys
10400	29958	ahcys
80854	10768	ahcys
9869	55870	ahcys
55904	1757	ahcys
58508	51611	ahcys
10919	29958	ahcys
8731	56339	ahcys
5409	56339	ahcys
1789	5110	ahcys
83852	55870	ahcys
79723	7468	ahcys
54904	10768	ahcys
29072	81627	ahcys
9757	5110	ahcys
438	55687	ahcys
387893	4234	ahcys
55870	29958	ahcys
2593	55621	ahcys
1789	64754	ahcys
29072	55621	ahcys
79813	64754	ahcys
9757	56339	ahcys
79813	4234	ahcys
23463	55687	ahcys
9739	55621	ahcys
438	4234	ahcys
57412	55621	ahcys
387893	9757	ahcys
11185	29958	ahcys
1789	1757	ahcys
55904	55687	ahcys
23463	10768	ahcys
9869	7468	ahcys
83852	7172	ahcys
115286	55687	ahcys
1786	2145	ahcys
9869	2145	ahcys
6839	54904	ahcys
8085	1757	ahcys
55904	81627	ahcys
6839	55904	ahcys
83852	56339	ahcys
9869	56339	ahcys
387893	55621	ahcys
6839	55621	ahcys
1789	8085	ahcys
58508	81627	ahcys
51111	60487	ahcys
84444	4234	ahcys
58508	191	ahcys
83852	51611	ahcys
58508	60487	ahcys
64324	55621	ahcys
387893	23070	ahcys
1787	55870	ahcys
10400	1559	ahcys
4837	55687	ahcys
1788	54904	ahcys
10400	51611	ahcys
1789	64324	ahcys
9739	7172	ahcys
6419	29958	ahcys
1312	1757	ahcys
1786	55687	ahcys
83852	9757	ahcys
79723	84787	ahcys
115286	4234	ahcys
1788	51611	ahcys
1787	8085	ahcys
51111	7172	ahcys
5409	51611	ahcys
1786	55870	ahcys
1786	5110	ahcys
6839	7172	ahcys
6839	51611	ahcys
23067	10768	ahcys
27232	55621	ahcys
80854	23067	ahcys
118881	1757	ahcys
64754	191	ahcys
58508	6419	ahcys
6839	56339	ahcys
83852	9739	ahcys
220074	55687	ahcys
9869	191	ahcys
1789	60487	ahcys
387893	29958	ahcys
6419	56339	ahcys
11185	60487	ahcys
23463	5110	ahcys
4552	1757	ahcys
387893	51111	ahcys
3176	4234	ahcys
438	5110	ahcys
1788	191	ahcys
9757	55687	ahcys
10400	10768	ahcys
23463	81627	ahcys
23463	60487	ahcys
51111	191	ahcys
9869	81627	ahcys
1787	191	ahcys
55870	56339	ahcys
51111	56339	ahcys
84787	4234	ahcys
8731	51611	ahcys
84444	51111	ahcys
79813	7172	ahcys
387893	2145	ahcys
1788	9739	ahcys
54904	23070	ahcys
57412	4234	ahcys
29947	5110	ahcys
1788	55687	ahcys
83852	1757	ahcys
2593	10768	ahcys
1789	191	ahcys
1788	8085	ahcys
80854	60487	ahcys
1787	29072	ahcys
10400	55687	ahcys
64754	23070	ahcys
80854	9757	ahcys
1786	51611	ahcys
54904	55621	ahcys
1787	51111	ahcys
1788	4234	ahcys
64324	56339	ahcys
9869	64754	ahcys
79723	55687	ahcys
57412	29958	ahcys
23067	5110	ahcys
9739	29958	ahcys
115286	23070	ahcys
9739	23070	ahcys
83852	55621	ahcys
80854	55904	ahcys
115286	5110	ahcys
8085	5110	ahcys
1786	4297	ahcys
80854	84787	ahcys
27232	23070	ahcys
1786	2146	ahcys
11185	4234	ahcys
11185	7172	ahcys
23067	29958	ahcys
9869	29072	ahcys
5409	7172	ahcys
10919	55621	ahcys
11185	5110	ahcys
1786	64324	ahcys
1789	55621	ahcys
6839	84787	ahcys
84444	60487	ahcys
10919	51611	ahcys
9739	10768	ahcys
84444	51611	ahcys
55904	191	ahcys
80854	6419	ahcys
1312	7172	ahcys
83852	84787	ahcys
1789	7468	ahcys
29947	60487	ahcys
1788	7468	ahcys
220074	4234	ahcys
8731	55621	ahcys
9869	7172	ahcys
79723	5110	ahcys
1789	51611	ahcys
55904	23070	ahcys
4552	56339	ahcys
5409	1757	ahcys
10400	81627	ahcys
10919	9757	ahcys
10919	55870	ahcys
387893	6419	ahcys
8085	7172	ahcys
84787	7172	ahcys
4837	5110	ahcys
387893	9739	ahcys
7468	51611	ahcys
1788	23067	ahcys
387893	55870	ahcys
83852	29072	ahcys
387893	5110	ahcys
1789	7172	ahcys
1312	51611	ahcys
1786	4234	ahcys
80854	55687	ahcys
29072	10768	ahcys
83852	2145	ahcys
115286	81627	ahcys
64754	60487	ahcys
64754	55687	ahcys
58508	5110	ahcys
1787	60487	ahcys
2593	7172	ahcys
80854	29958	ahcys
27232	1757	ahcys
55904	29958	ahcys
9869	6419	ahcys
4297	55621	ahcys
115286	56339	ahcys
57412	1757	ahcys
1787	84787	ahcys
6419	7172	ahcys
58508	9739	ahcys
8085	55621	ahcys
29947	191	ahcys
23067	60487	ahcys
4297	4234	ahcys
79723	55904	ahcys
115286	55621	ahcys
27232	191	ahcys
55870	1757	ahcys
1786	84787	ahcys
64324	29958	ahcys
83852	23067	ahcys
10919	60487	ahcys
387893	29072	ahcys
23463	4234	ahcys
64324	1757	ahcys
9757	81627	ahcys
58508	1757	ahcys
1789	55904	ahcys
10400	56339	ahcys
79813	6419	ahcys
1789	55870	ahcys
6419	55621	ahcys
3176	55687	ahcys
84444	29958	ahcys
10919	64324	ahcys
3176	5110	ahcys
387893	2146	ahcys
64754	29958	ahcys
6839	1757	ahcys
1787	23067	ahcys
29947	51611	ahcys
115286	1757	ahcys
58508	7172	ahcys
51111	55621	ahcys
1312	56339	ahcys
79723	191	ahcys
387893	23067	ahcys
79723	29958	ahcys
84787	55621	ahcys
1312	29958	ahcys
79813	56339	ahcys
438	60487	ahcys
9739	1757	ahcys
10400	1576	ahcys
83852	4297	ahcys
115286	7172	ahcys
4552	29958	ahcys
79723	29072	ahcys
84444	7468	ahcys
57412	23070	ahcys
64324	5110	ahcys
51111	4234	ahcys
10919	29072	ahcys
51111	51611	ahcys
1786	8085	ahcys
84787	51611	ahcys
1788	4297	ahcys
1787	51611	ahcys
27232	10768	ahcys
55904	7172	ahcys
4297	7172	ahcys
51111	1757	ahcys
55870	23070	ahcys
84444	6419	ahcys
9739	56339	ahcys
1789	29958	ahcys
6419	5110	ahcys
64754	7172	ahcys
4552	51611	ahcys
8731	7172	ahcys
3176	60487	ahcys
438	56339	ahcys
4837	7172	ahcys
4552	60487	ahcys
10400	5110	ahcys
1788	2145	ahcys
64324	55687	ahcys
79813	29958	ahcys
64324	7172	ahcys
58508	64324	ahcys
55870	55621	ahcys
9869	55904	ahcys
1787	23070	ahcys
83852	10768	ahcys
64324	51611	ahcys
27232	81627	ahcys
6419	10768	ahcys
9869	1757	ahcys
115286	10768	ahcys
54904	191	ahcys
83852	51111	ahcys
10919	56339	ahcys
58508	51111	ahcys
1789	81627	ahcys
23067	55687	ahcys
7468	5110	ahcys
8731	29958	ahcys
10919	9739	ahcys
387893	10768	ahcys
1787	10768	ahcys
6839	4297	ahcys
9869	23070	ahcys
4552	55621	ahcys
11185	81627	ahcys
1787	4234	ahcys
1787	55687	ahcys
84787	29958	ahcys
58508	2145	ahcys
4297	191	ahcys
55870	81627	ahcys
1786	23070	ahcys
79723	81627	ahcys
220074	191	ahcys
1788	51111	ahcys
4297	51611	ahcys
58508	54904	ahcys
118881	29958	ahcys
23067	4234	ahcys
10400	54578	ahcys
387893	56339	ahcys
1789	9739	ahcys
55904	5110	ahcys
4837	191	ahcys
1788	55904	ahcys
7468	81627	ahcys
3176	191	ahcys
1787	1757	ahcys
83852	2146	ahcys
84444	9739	ahcys
83852	64754	ahcys
58508	29958	ahcys
1787	7172	ahcys
1789	2145	ahcys
4837	51611	ahcys
10919	4234	ahcys
79723	23070	ahcys
1312	55621	ahcys
84444	4297	ahcys
64324	23070	ahcys
58508	4297	ahcys
64754	1757	ahcys
9757	51611	ahcys
58508	56339	ahcys
115286	51611	ahcys
9869	23067	ahcys
1789	56339	ahcys
79813	1757	ahcys
1786	1757	ahcys
220074	29958	ahcys
10919	55687	ahcys
23067	51611	ahcys
4552	81627	ahcys
10400	60487	ahcys
2593	29958	ahcys
79813	7468	ahcys
79813	64324	ahcys
1788	29072	ahcys
80854	23070	ahcys
4837	4234	ahcys
57412	81627	ahcys
1788	60487	ahcys
1789	10768	ahcys
84444	1757	ahcys
2593	4234	ahcys
3176	51611	ahcys
54904	55687	ahcys
79723	55621	ahcys
23463	23070	ahcys
10400	1558	ahcys
55870	60487	ahcys
79723	9757	ahcys
115286	29958	ahcys
1788	64324	ahcys
79723	4234	ahcys
79813	51611	ahcys
1788	55621	ahcys
23463	1757	ahcys
84444	55904	ahcys
83852	23070	ahcys
3176	55621	ahcys
23067	7172	ahcys
5409	55687	ahcys
1787	9757	ahcys
1789	29072	ahcys
84787	55687	ahcys
6839	191	ahcys
1788	29958	ahcys
27232	5110	ahcys
79813	55904	ahcys
10919	8085	ahcys
6839	10768	ahcys
1787	81627	ahcys
2593	81627	ahcys
1788	23070	ahcys
79723	23067	ahcys
7468	10768	ahcys
54904	56339	ahcys
5409	10768	ahcys
54904	81627	ahcys
64754	10768	ahcys
4297	81627	ahcys
9739	51611	ahcys
118881	5110	ahcys
6419	81627	ahcys
54904	5110	ahcys
27232	55687	ahcys
10400	191	ahcys
1786	51111	ahcys
79723	54904	ahcys
1786	29072	ahcys
1786	9739	ahcys
9869	9739	ahcys
64324	10768	ahcys
387893	4297	ahcys
84787	81627	ahcys
80854	7468	ahcys
3176	10768	ahcys
9869	55687	ahcys
4297	1757	ahcys
5409	81627	ahcys
27232	51611	ahcys
10919	23070	ahcys
80854	64324	ahcys
55870	191	ahcys
2593	191	ahcys
438	51611	ahcys
80854	2146	ahcys
6839	9739	ahcys
8085	4234	ahcys
80854	9739	ahcys
55870	5110	ahcys
118881	55687	ahcys
7468	4234	ahcys
1786	191	ahcys
23067	81627	ahcys
84444	54904	ahcys
2593	60487	ahcys
6839	64754	ahcys
10919	55904	ahcys
118881	7172	ahcys
1788	84787	ahcys
80854	7172	ahcys
6839	64324	ahcys
54904	60487	ahcys
29072	1757	ahcys
84444	10768	ahcys
8731	191	ahcys
83852	64324	ahcys
84787	10768	ahcys
4297	56339	ahcys
79813	4297	ahcys
387893	7468	ahcys
9869	10768	ahcys
79813	23070	ahcys
23463	29958	ahcys
79813	9739	ahcys
9757	23070	ahcys
83852	55904	ahcys
9757	1757	ahcys
29947	4234	ahcys
6839	8085	ahcys
29072	60487	ahcys
4552	4234	ahcys
7468	191	ahcys
84274	115286	ahcys
1789	51111	ahcys
6839	9757	ahcys
1788	9757	ahcys
83852	81627	ahcys
80854	2145	ahcys
2593	56339	ahcys
10400	7172	ahcys
1789	84787	ahcys
79813	9757	ahcys
84787	56339	ahcys
7468	60487	ahcys
1788	10768	ahcys
84444	81627	ahcys
84444	56339	ahcys
55870	7172	ahcys
54904	51611	ahcys
80854	54904	ahcys
58508	2146	ahcys
29072	23070	ahcys
9739	81627	ahcys
29947	1757	ahcys
83852	60487	ahcys
2593	23070	ahcys
6839	6419	ahcys
1787	54904	ahcys
1312	5110	ahcys
7468	7172	ahcys
1787	55621	ahcys
6419	60487	ahcys
58508	4234	ahcys
6839	51111	ahcys
387893	51611	ahcys
84787	23070	ahcys
1786	29958	ahcys
83852	55687	ahcys
8731	60487	ahcys
3176	1757	ahcys
1789	54904	ahcys
80854	191	ahcys
9757	4234	ahcys
9869	2146	ahcys
9869	64324	ahcys
80854	29072	ahcys
1786	10768	ahcys
1786	23067	ahcys
10919	1757	ahcys
64754	5110	ahcys
29072	191	ahcys
1312	60487	ahcys
9869	60487	ahcys
23463	56339	ahcys
1788	5110	ahcys
23463	55621	ahcys
58508	55621	ahcys
51111	10768	ahcys
51111	81627	ahcys
6419	55687	ahcys
118881	81627	ahcys
9739	60487	ahcys
58508	55870	ahcys
4837	29958	ahcys
84444	84787	ahcys
387893	60487	ahcys
438	7172	ahcys
79813	2145	ahcys
64324	191	ahcys
64754	81627	ahcys
80854	64754	ahcys
29072	51611	ahcys
27232	7172	ahcys
1786	54904	ahcys
4552	55687	ahcys
58508	64754	ahcys
83852	29958	ahcys
80854	81627	ahcys
387893	84787	ahcys
27232	60487	ahcys
58508	10768	ahcys
79813	10768	ahcys
10919	23067	ahcys
8085	191	ahcys
6839	4234	ahcys
79723	2145	ahcys
6419	51611	ahcys
5409	55621	ahcys
9739	5110	ahcys
4552	10768	ahcys
29947	56339	ahcys
438	10768	ahcys
1787	56339	ahcys
80854	5110	ahcys
55904	10768	ahcys
220074	7172	ahcys
6419	1757	ahcys
118881	191	ahcys
9869	29958	ahcys
118881	60487	ahcys
80854	4234	ahcys
58508	84787	ahcys
9739	55687	ahcys
84444	29072	ahcys
10919	10768	ahcys
9869	4297	ahcys
6419	191	ahcys
5409	23070	ahcys
3176	56339	ahcys
1787	2145	ahcys
79723	1757	ahcys
2593	55687	ahcys
4297	10768	ahcys
1787	29958	ahcys
6839	2146	ahcys
6839	7468	ahcys
83852	191	ahcys
55904	56339	ahcys
6839	29958	ahcys
29947	81627	ahcys
23463	7172	ahcys
9869	8085	ahcys
79813	8085	ahcys
4297	5110	ahcys
79723	6419	ahcys
6419	23070	ahcys
64324	60487	ahcys
118881	55621	ahcys
1787	5110	ahcys
83852	7468	ahcys
4297	55687	ahcys
10919	191	ahcys
8731	5110	ahcys
1786	7172	ahcys
84444	64754	ahcys
84787	5110	ahcys
84444	5110	ahcys
1788	81627	ahcys
438	23070	ahcys
10919	64754	ahcys
10400	55621	ahcys
29072	56339	ahcys
4297	29958	ahcys
10400	1557	ahcys
10400	23070	ahcys
220074	60487	ahcys
9869	5110	ahcys
4837	55621	ahcys
387893	55687	ahcys
10919	54904	ahcys
23067	1757	ahcys
4552	23070	ahcys
1787	64754	ahcys
79813	55687	ahcys
83852	5110	ahcys
1787	64324	ahcys
79813	191	ahcys
55870	10768	ahcys
1789	55687	ahcys
387893	64754	ahcys
118881	23070	ahcys
79813	51111	ahcys
54904	4234	ahcys
9739	191	ahcys
10919	81627	ahcys
84444	8085	ahcys
9757	55621	ahcys
220074	81627	ahcys
3176	7172	ahcys
79813	55621	ahcys
118881	4234	ahcys
55904	4234	ahcys
79813	55870	ahcys
9869	51611	ahcys
54904	1757	ahcys
80854	8085	ahcys
29947	10768	ahcys
115286	60487	ahcys
58508	9757	ahcys
1788	7172	ahcys
80854	55870	ahcys
79723	7172	ahcys
2593	5110	ahcys
58508	29072	ahcys
84444	23070	ahcys
79723	4297	ahcys
79723	51111	ahcys
1788	2146	ahcys
1789	4297	ahcys
51111	55687	ahcys
1312	81627	ahcys
10919	2146	ahcys
79723	64754	ahcys
9757	7172	ahcys
1786	81627	ahcys
79813	29072	ahcys
387893	8085	ahcys
387893	1757	ahcys
9869	51111	ahcys
84444	23067	ahcys
438	29958	ahcys
29947	55621	ahcys
1786	6419	ahcys
220074	23070	ahcys
10919	7172	ahcys
1786	60487	ahcys
84444	55621	ahcys
79723	64324	ahcys
80854	1757	ahcys
1789	23067	ahcys
64324	81627	ahcys
58508	55687	ahcys
55870	51611	ahcys
11185	191	ahcys
6839	5110	ahcys
1312	55687	ahcys
4837	23070	ahcys
23067	191	ahcys
79813	54904	ahcys
58508	55904	ahcys
7468	1757	ahcys
29072	7172	ahcys
438	81627	ahcys
1789	6419	ahcys
387893	54904	ahcys
84444	55687	ahcys
23067	56339	ahcys
1786	55621	ahcys
6839	2145	ahcys
8085	51611	ahcys
51805	115286	ahcys
23067	23070	ahcys
80854	51611	ahcys
1787	9739	ahcys
6839	81627	ahcys
5409	29958	ahcys
9757	29958	ahcys
8731	1757	ahcys
5409	4234	ahcys
8085	29958	ahcys
57412	5110	ahcys
1786	7468	ahcys
387893	7172	ahcys
7468	55621	ahcys
220074	51611	ahcys
7468	23070	ahcys
58508	8085	ahcys
10919	2145	ahcys
51111	23070	ahcys
57412	51611	ahcys
9869	4234	ahcys
84444	2146	ahcys
438	1757	ahcys
10919	5110	ahcys
58508	7468	ahcys
6839	29072	ahcys
10919	7468	ahcys
84444	2145	ahcys
3176	81627	ahcys
9869	54904	ahcys
11185	56339	ahcys
5409	191	ahcys
58508	23070	ahcys
7468	29958	ahcys
1312	191	ahcys
1787	6419	ahcys
220074	1757	ahcys
54904	29958	ahcys
10919	51111	ahcys
1786	56339	ahcys
1789	23070	ahcys
387893	191	ahcys
29072	29958	ahcys
1788	56339	ahcys
9739	4234	ahcys
29072	55687	ahcys
8085	56339	ahcys
51111	29958	ahcys
29947	23070	ahcys
79723	10768	ahcys
220074	55621	ahcys
4837	1757	ahcys
6839	55687	ahcys
84787	60487	ahcys
84787	191	ahcys
6839	23067	ahcys
11185	23070	ahcys
7468	56339	ahcys
83852	8085	ahcys
387893	81627	ahcys
3176	29958	ahcys
118881	10768	ahcys
10919	6419	ahcys
1786	64754	ahcys
4837	60487	ahcys
1788	6419	ahcys
4552	5110	ahcys
2643	3030	ahdt
2643	1892	ahdt
2643	5805	ahdt
2643	1962	ahdt
158	471	aicar
2618	10606	air
79888	100137049	ak2gchol_hs
5566	11145	ak2gchol_hs
5499	255189	ak2gchol_hs
5567	1149	ak2gchol_hs
2167	391013	ak2gchol_hs
5566	5346	ak2gchol_hs
5566	391013	ak2gchol_hs
254531	128486	ak2gchol_hs
5567	5321	ak2gchol_hs
5501	81579	ak2gchol_hs
254531	5321	ak2gchol_hs
5567	64600	ak2gchol_hs
54947	8605	ak2gchol_hs
5500	100137049	ak2gchol_hs
254531	5322	ak2gchol_hs
2167	81579	ak2gchol_hs
5567	729359	ak2gchol_hs
54947	11145	ak2gchol_hs
5500	391013	ak2gchol_hs
5499	5320	ak2gchol_hs
54947	100137049	ak2gchol_hs
5499	128486	ak2gchol_hs
254531	5320	ak2gchol_hs
254531	26580	ak2gchol_hs
79888	50487	ak2gchol_hs
79888	729359	ak2gchol_hs
5499	123	ak2gchol_hs
5499	123745	ak2gchol_hs
5566	123	ak2gchol_hs
5500	5321	ak2gchol_hs
54947	30814	ak2gchol_hs
5566	161247	ak2gchol_hs
254531	123745	ak2gchol_hs
5501	100137049	ak2gchol_hs
5567	84647	ak2gchol_hs
5567	8398	ak2gchol_hs
5499	64600	ak2gchol_hs
254531	8605	ak2gchol_hs
79888	8681	ak2gchol_hs
2167	5321	ak2gchol_hs
54947	10226	ak2gchol_hs
10162	100137049	ak2gchol_hs
5499	283748	ak2gchol_hs
5500	5319	ak2gchol_hs
5568	128486	ak2gchol_hs
5501	26279	ak2gchol_hs
54947	5320	ak2gchol_hs
5501	255189	ak2gchol_hs
54947	26279	ak2gchol_hs
79888	1149	ak2gchol_hs
254531	8681	ak2gchol_hs
2167	50487	ak2gchol_hs
10162	391013	ak2gchol_hs
5499	5321	ak2gchol_hs
5568	30814	ak2gchol_hs
79888	81579	ak2gchol_hs
5567	100137049	ak2gchol_hs
54947	123	ak2gchol_hs
5501	5321	ak2gchol_hs
5567	81579	ak2gchol_hs
10162	123	ak2gchol_hs
254531	30814	ak2gchol_hs
10162	5346	ak2gchol_hs
2167	11145	ak2gchol_hs
10162	8398	ak2gchol_hs
5568	255189	ak2gchol_hs
5501	11145	ak2gchol_hs
254531	84647	ak2gchol_hs
5501	8398	ak2gchol_hs
79888	30814	ak2gchol_hs
5566	5319	ak2gchol_hs
5568	11145	ak2gchol_hs
5501	84647	ak2gchol_hs
5499	8681	ak2gchol_hs
79888	26279	ak2gchol_hs
79888	123745	ak2gchol_hs
5566	1149	ak2gchol_hs
5500	11145	ak2gchol_hs
2167	26279	ak2gchol_hs
5500	123745	ak2gchol_hs
2167	26580	ak2gchol_hs
5568	26580	ak2gchol_hs
5568	84647	ak2gchol_hs
5567	30814	ak2gchol_hs
10162	1149	ak2gchol_hs
5567	255189	ak2gchol_hs
79888	8399	ak2gchol_hs
5568	391013	ak2gchol_hs
54947	1149	ak2gchol_hs
10162	26279	ak2gchol_hs
5501	5346	ak2gchol_hs
254531	255189	ak2gchol_hs
54947	8399	ak2gchol_hs
5500	5346	ak2gchol_hs
5567	151056	ak2gchol_hs
79888	255189	ak2gchol_hs
5501	283748	ak2gchol_hs
2167	30814	ak2gchol_hs
5566	5322	ak2gchol_hs
5566	26279	ak2gchol_hs
5567	391013	ak2gchol_hs
5568	50487	ak2gchol_hs
54947	128486	ak2gchol_hs
5501	64600	ak2gchol_hs
5500	26580	ak2gchol_hs
54947	50487	ak2gchol_hs
2167	729359	ak2gchol_hs
2167	5346	ak2gchol_hs
5500	8681	ak2gchol_hs
2167	5322	ak2gchol_hs
5499	1149	ak2gchol_hs
5500	84647	ak2gchol_hs
5500	64600	ak2gchol_hs
5500	729359	ak2gchol_hs
2167	5320	ak2gchol_hs
5500	81579	ak2gchol_hs
5499	10226	ak2gchol_hs
5501	8681	ak2gchol_hs
5566	30814	ak2gchol_hs
254531	81579	ak2gchol_hs
254531	5346	ak2gchol_hs
2167	8398	ak2gchol_hs
2167	8605	ak2gchol_hs
254531	26279	ak2gchol_hs
5501	26580	ak2gchol_hs
5500	161247	ak2gchol_hs
10162	50487	ak2gchol_hs
54947	8398	ak2gchol_hs
5500	5322	ak2gchol_hs
2167	123	ak2gchol_hs
54947	283748	ak2gchol_hs
54947	5319	ak2gchol_hs
5568	26279	ak2gchol_hs
10162	8605	ak2gchol_hs
10162	64600	ak2gchol_hs
254531	50487	ak2gchol_hs
79888	151056	ak2gchol_hs
5567	50487	ak2gchol_hs
5568	5321	ak2gchol_hs
5566	128486	ak2gchol_hs
254531	1149	ak2gchol_hs
5566	10226	ak2gchol_hs
5567	26580	ak2gchol_hs
5568	151056	ak2gchol_hs
5501	8605	ak2gchol_hs
54947	5321	ak2gchol_hs
254531	151056	ak2gchol_hs
254531	5319	ak2gchol_hs
5500	5320	ak2gchol_hs
10162	283748	ak2gchol_hs
5499	30814	ak2gchol_hs
5568	8681	ak2gchol_hs
5566	8681	ak2gchol_hs
5568	729359	ak2gchol_hs
5501	50487	ak2gchol_hs
5567	123	ak2gchol_hs
5568	8398	ak2gchol_hs
5568	123745	ak2gchol_hs
5568	161247	ak2gchol_hs
10162	84647	ak2gchol_hs
5500	255189	ak2gchol_hs
5499	5322	ak2gchol_hs
5567	26279	ak2gchol_hs
5568	8605	ak2gchol_hs
5566	26580	ak2gchol_hs
5500	151056	ak2gchol_hs
79888	123	ak2gchol_hs
5500	8399	ak2gchol_hs
254531	123	ak2gchol_hs
54947	255189	ak2gchol_hs
79888	5319	ak2gchol_hs
79888	8605	ak2gchol_hs
10162	729359	ak2gchol_hs
254531	10226	ak2gchol_hs
79888	128486	ak2gchol_hs
5567	8399	ak2gchol_hs
5500	50487	ak2gchol_hs
5501	1149	ak2gchol_hs
10162	5319	ak2gchol_hs
5566	283748	ak2gchol_hs
5566	123745	ak2gchol_hs
54947	64600	ak2gchol_hs
5568	64600	ak2gchol_hs
54947	8681	ak2gchol_hs
5501	161247	ak2gchol_hs
5566	8605	ak2gchol_hs
10162	10226	ak2gchol_hs
5567	5346	ak2gchol_hs
79888	161247	ak2gchol_hs
79888	11145	ak2gchol_hs
5568	1149	ak2gchol_hs
5499	81579	ak2gchol_hs
5501	391013	ak2gchol_hs
10162	255189	ak2gchol_hs
5566	81579	ak2gchol_hs
10162	5322	ak2gchol_hs
5567	283748	ak2gchol_hs
5567	8605	ak2gchol_hs
5500	1149	ak2gchol_hs
5499	8398	ak2gchol_hs
10162	151056	ak2gchol_hs
10162	123745	ak2gchol_hs
254531	8399	ak2gchol_hs
2167	151056	ak2gchol_hs
5499	100137049	ak2gchol_hs
2167	255189	ak2gchol_hs
5501	123	ak2gchol_hs
5500	10226	ak2gchol_hs
5501	5322	ak2gchol_hs
79888	84647	ak2gchol_hs
2167	5319	ak2gchol_hs
5566	8398	ak2gchol_hs
5499	5319	ak2gchol_hs
254531	283748	ak2gchol_hs
2167	128486	ak2gchol_hs
79888	5320	ak2gchol_hs
79888	5322	ak2gchol_hs
5567	10226	ak2gchol_hs
5568	123	ak2gchol_hs
5567	161247	ak2gchol_hs
10162	30814	ak2gchol_hs
5499	161247	ak2gchol_hs
5568	81579	ak2gchol_hs
5567	123745	ak2gchol_hs
5566	5321	ak2gchol_hs
79888	26580	ak2gchol_hs
5567	5322	ak2gchol_hs
10162	26580	ak2gchol_hs
79888	8398	ak2gchol_hs
2167	1149	ak2gchol_hs
54947	391013	ak2gchol_hs
