EntrezA	EntrezB	Metabolite
5494	27330	M00196
5501	54986	M00196
23035	140609	M00196
28227	10494	M00196
132160	8569	M00196
9150	29110	M00196
7957	6793	M00196
8446	5347	M00196
5532	7048	M00196
1844	57144	M00196
5535	5063	M00196
1852	5604	M00196
8446	56164	M00196
142679	369	M00196
338599	55781	M00196
79871	5589	M00196
78986	1017	M00196
5536	5062	M00196
132160	9262	M00196
51207	494551	M00196
192111	8997	M00196
11266	51701	M00196
7957	11200	M00196
54961	5578	M00196
85464	657	M00196
5507	6733	M00196
1850	1612	M00196
5501	23552	M00196
1849	8859	M00196
285193	8317	M00196
80895	2011	M00196
11072	51347	M00196
5500	5575	M00196
23239	65267	M00196
7957	6794	M00196
134510	1612	M00196
152926	204851	M00196
1846	9475	M00196
128853	9625	M00196
51657	79705	M00196
5501	5609	M00196
1033	53944	M00196
5518	11035	M00196
54961	11184	M00196
79871	27347	M00196
51657	5595	M00196
8493	341676	M00196
79871	55589	M00196
7957	57118	M00196
9647	9262	M00196
5504	818	M00196
1852	5565	M00196
5518	9833	M00196
5521	23049	M00196
63904	84254	M00196
5536	1263	M00196
5523	5593	M00196
192111	6885	M00196
285193	84451	M00196
114971	472	M00196
23035	23097	M00196
5521	4293	M00196
285193	65975	M00196
5494	5891	M00196
5532	9263	M00196
56940	23139	M00196
80824	4751	M00196
1843	10298	M00196
8446	10298	M00196
80895	10494	M00196
134510	6872	M00196
92235	6196	M00196
150290	344387	M00196
5496	55561	M00196
5499	9748	M00196
85464	140469	M00196
152926	84446	M00196
7957	9262	M00196
1843	5583	M00196
142679	388228	M00196
5533	65125	M00196
5518	65268	M00196
10106	5062	M00196
63904	4216	M00196
10106	23387	M00196
5494	57551	M00196
8446	1452	M00196
29101	1024	M00196
5495	5590	M00196
1850	5608	M00196
63904	5577	M00196
5470	93	M00196
5532	55781	M00196
51207	1455	M00196
134510	6093	M00196
1844	6789	M00196
1844	11035	M00196
5537	9262	M00196
5494	440275	M00196
5515	122011	M00196
5534	5610	M00196
22843	344387	M00196
5532	51701	M00196
5521	1453	M00196
7957	5871	M00196
1845	545	M00196
192111	6732	M00196
29101	5582	M00196
5523	8317	M00196
128853	27330	M00196
132160	26524	M00196
84152	92	M00196
10106	23139	M00196
1848	1453	M00196
11072	11184	M00196
84152	51776	M00196
5535	23683	M00196
5537	5591	M00196
63904	10494	M00196
80895	658	M00196
5515	23139	M00196
5522	9451	M00196
23035	130399	M00196
1845	1612	M00196
5499	8408	M00196
5500	54101	M00196
134510	8798	M00196
23035	1452	M00196
5536	23097	M00196
79871	9261	M00196
54434	6195	M00196
5537	8814	M00196
8446	10000	M00196
54961	369	M00196
10217	23178	M00196
8446	5596	M00196
5537	9201	M00196
92235	55589	M00196
1846	494551	M00196
7957	81629	M00196
5536	6788	M00196
150290	81788	M00196
9150	140901	M00196
5494	5681	M00196
28227	814	M00196
22843	6416	M00196
5501	8491	M00196
5535	3611	M00196
29101	7443	M00196
1847	9024	M00196
114971	2872	M00196
7957	23031	M00196
78986	1019	M00196
7957	5593	M00196
338599	340156	M00196
7957	2962	M00196
5501	9874	M00196
5516	494551	M00196
11221	9252	M00196
1850	65061	M00196
10217	27102	M00196
7957	140901	M00196
5534	51701	M00196
11072	7272	M00196
5531	1460	M00196
5501	8536	M00196
9647	51265	M00196
5475	6872	M00196
152926	30849	M00196
54961	5058	M00196
5533	112858	M00196
23239	9891	M00196
5533	51231	M00196
54434	6792	M00196
54935	27102	M00196
142679	415116	M00196
1850	5596	M00196
80824	815	M00196
5495	8737	M00196
142679	728642	M00196
134510	9064	M00196
85464	57172	M00196
1847	6793	M00196
7957	10733	M00196
5506	57144	M00196
5520	2081	M00196
285193	11011	M00196
10106	5128	M00196
11101	5058	M00196
134510	29941	M00196
1850	9448	M00196
285193	23049	M00196
5495	1612	M00196
29101	7016	M00196
7957	341676	M00196
1847	9128	M00196
80824	11213	M00196
11266	2580	M00196
5475	284086	M00196
58190	5602	M00196
128853	26576	M00196
79871	6795	M00196
5501	6787	M00196
132160	65268	M00196
150290	25865	M00196
1848	7204	M00196
28227	1456	M00196
51207	5170	M00196
1843	5602	M00196
5494	5562	M00196
1850	28996	M00196
29101	23235	M00196
1033	25778	M00196
5532	6196	M00196
9647	6788	M00196
1847	57396	M00196
5536	65018	M00196
8493	11035	M00196
11101	6093	M00196
78986	1460	M00196
1033	5170	M00196
1033	4140	M00196
5523	56924	M00196
28227	8621	M00196
5535	1022	M00196
10217	5062	M00196
51657	1460	M00196
10106	6446	M00196
28227	494551	M00196
1852	11011	M00196
84152	65018	M00196
5470	1760	M00196
128853	1020	M00196
92235	10769	M00196
5534	9088	M00196
1847	7867	M00196
5534	5606	M00196
1845	3656	M00196
56940	27347	M00196
114971	65975	M00196
150290	10645	M00196
92235	341676	M00196
7957	5609	M00196
54961	55561	M00196
23239	26750	M00196
8493	7016	M00196
1844	3611	M00196
1845	5606	M00196
5532	55351	M00196
1852	1111	M00196
79871	25865	M00196
63904	50488	M00196
8446	9625	M00196
338599	1263	M00196
23035	1196	M00196
128853	8445	M00196
80895	2962	M00196
79871	4750	M00196
85464	5591	M00196
5502	51776	M00196
5494	55561	M00196
5475	4214	M00196
11072	8569	M00196
5516	7204	M00196
114971	8737	M00196
5533	657	M00196
1843	5604	M00196
92235	5591	M00196
1033	728642	M00196
8446	3656	M00196
5532	5565	M00196
8446	57172	M00196
11072	284086	M00196
10106	207	M00196
23239	5583	M00196
54935	30849	M00196
5533	8444	M00196
1844	5578	M00196
79871	9833	M00196
1033	5605	M00196
5519	9088	M00196
56940	1147	M00196
23035	9149	M00196
80895	5589	M00196
80824	5581	M00196
5519	7867	M00196
1852	22858	M00196
11221	7204	M00196
1847	51701	M00196
152926	6789	M00196
58190	9261	M00196
5521	3551	M00196
80824	6788	M00196
5533	65266	M00196
22843	8428	M00196
54434	8569	M00196
5502	55351	M00196
5531	3611	M00196
22843	545	M00196
1847	8899	M00196
5531	9475	M00196
11221	5583	M00196
5522	2872	M00196
80824	1025	M00196
9150	92	M00196
5499	984	M00196
128853	5567	M00196
54935	84451	M00196
5523	11213	M00196
5519	9833	M00196
8446	85481	M00196
9150	5587	M00196
150290	54861	M00196
11072	53944	M00196
134510	5562	M00196
150290	2872	M00196
1844	10922	M00196
5496	5589	M00196
5523	284086	M00196
150290	4215	M00196
5470	1017	M00196
5516	658	M00196
1033	9064	M00196
5519	5579	M00196
142679	65267	M00196
5522	1459	M00196
92235	4216	M00196
58190	51422	M00196
5534	1198	M00196
5496	23031	M00196
80895	8986	M00196
1847	122011	M00196
5516	22858	M00196
142679	25989	M00196
1844	5577	M00196
5523	23043	M00196
142679	9578	M00196
5496	55351	M00196
11072	8491	M00196
132160	1263	M00196
5475	6788	M00196
134510	65267	M00196
5536	5585	M00196
58190	10114	M00196
54961	23012	M00196
78986	10783	M00196
28227	816	M00196
1843	818	M00196
51657	9641	M00196
5537	130399	M00196
285193	5568	M00196
5495	5591	M00196
9647	11011	M00196
5500	5606	M00196
9647	9448	M00196
92235	6794	M00196
9150	1613	M00196
58190	8780	M00196
1847	5218	M00196
1845	673	M00196
80895	65125	M00196
5494	130399	M00196
5507	9874	M00196
78986	65975	M00196
1033	6416	M00196
9150	26576	M00196
128853	3985	M00196
5531	11035	M00196
51657	5583	M00196
5502	1456	M00196
1844	1457	M00196
5536	9113	M00196
51657	65975	M00196
5533	9201	M00196
5516	55561	M00196
5536	5580	M00196
5502	23178	M00196
5496	8780	M00196
85464	7204	M00196
5500	6300	M00196
63904	5576	M00196
8446	5129	M00196
192111	4751	M00196
5496	8491	M00196
8446	5594	M00196
5523	4139	M00196
58190	5577	M00196
1843	1017	M00196
54961	22848	M00196
80895	5567	M00196
5515	57118	M00196
11072	30849	M00196
285193	90	M00196
5522	55351	M00196
150290	5592	M00196
51657	23049	M00196
1850	1457	M00196
11221	10783	M00196
1033	3985	M00196
80895	5563	M00196
11101	9088	M00196
285193	127933	M00196
5516	5567	M00196
5499	5578	M00196
1843	9625	M00196
5535	29110	M00196
5475	1018	M00196
23239	8476	M00196
5537	9874	M00196
10217	4117	M00196
5506	1017	M00196
11266	6093	M00196
5475	23139	M00196
5536	57144	M00196
56940	5218	M00196
150290	9262	M00196
1846	81629	M00196
5519	10000	M00196
5502	2580	M00196
23035	11035	M00196
56940	65975	M00196
7957	5587	M00196
29101	5606	M00196
28227	51765	M00196
78986	9064	M00196
5522	22848	M00196
7957	23235	M00196
78986	5581	M00196
1845	25989	M00196
29101	7867	M00196
7957	23604	M00196
1846	55589	M00196
192111	8428	M00196
11101	140609	M00196
285193	6872	M00196
142679	5608	M00196
5534	8737	M00196
5496	673	M00196
58190	30811	M00196
5504	6093	M00196
5537	1613	M00196
1846	57787	M00196
10106	54861	M00196
5500	84446	M00196
51657	1195	M00196
1033	65267	M00196
11266	1432	M00196
1849	120892	M00196
5496	1459	M00196
114971	5607	M00196
5516	1025	M00196
114971	5585	M00196
7957	4217	M00196
114971	9706	M00196
8493	1612	M00196
9150	6198	M00196
23035	23049	M00196
142679	5292	M00196
5534	5062	M00196
28227	53904	M00196
1846	7443	M00196
5520	27347	M00196
5516	9641	M00196
5536	9706	M00196
5537	8491	M00196
78986	10114	M00196
128853	2962	M00196
8493	51135	M00196
1846	341676	M00196
1845	50488	M00196
8446	1021	M00196
11101	9706	M00196
29101	11035	M00196
10217	11183	M00196
23035	28996	M00196
22843	57144	M00196
7957	5596	M00196
63904	112858	M00196
79871	1452	M00196
63904	57396	M00196
9647	65125	M00196
1844	1612	M00196
5536	4342	M00196
1847	1263	M00196
5518	208	M00196
5494	8428	M00196
134510	818	M00196
132160	11040	M00196
63904	545	M00196
5530	5597	M00196
5522	140469	M00196
11072	6789	M00196
5470	51422	M00196
5516	65268	M00196
54961	23235	M00196
5495	1024	M00196
5501	81788	M00196
8446	5584	M00196
5495	699	M00196
5521	2081	M00196
5507	204851	M00196
5530	545	M00196
9150	51347	M00196
29101	1457	M00196
1849	10746	M00196
142679	4294	M00196
11101	23235	M00196
1852	225689	M00196
1849	127933	M00196
152926	5580	M00196
1849	11035	M00196
142679	5599	M00196
28227	1612	M00196
134510	6792	M00196
5507	5609	M00196
5504	23012	M00196
1844	6196	M00196
54935	83983	M00196
5506	91	M00196
54961	166614	M00196
28227	92	M00196
7957	369	M00196
5537	65018	M00196
5494	166614	M00196
84152	6788	M00196
79871	91	M00196
5536	8986	M00196
1849	11213	M00196
152926	8491	M00196
1848	51347	M00196
5501	5583	M00196
10217	130399	M00196
85464	6199	M00196
5530	472	M00196
5532	83942	M00196
5537	55589	M00196
132160	4139	M00196
5535	284086	M00196
128853	23178	M00196
10106	27148	M00196
1033	7016	M00196
11101	10420	M00196
58190	1456	M00196
114971	53944	M00196
29101	5588	M00196
114971	5568	M00196
1846	284086	M00196
63904	5891	M00196
9647	10290	M00196
92235	659	M00196
128853	207	M00196
5516	6885	M00196
5536	3984	M00196
134510	1017	M00196
5506	83983	M00196
1848	4296	M00196
5530	8859	M00196
128853	5589	M00196
5521	56164	M00196
1852	6789	M00196
22843	27330	M00196
5494	84930	M00196
9150	25778	M00196
1846	728642	M00196
79871	1020	M00196
1847	6198	M00196
80824	53904	M00196
11266	1019	M00196
1846	9020	M00196
142679	8814	M00196
10217	5589	M00196
5496	5599	M00196
5536	6795	M00196
5507	11213	M00196
338599	10783	M00196
192111	204851	M00196
5502	55561	M00196
78986	9625	M00196
5523	9149	M00196
338599	90	M00196
22843	85481	M00196
23239	10494	M00196
54961	5871	M00196
9647	9175	M00196
338599	1017	M00196
5518	8798	M00196
1847	6197	M00196
80824	4139	M00196
5535	5602	M00196
5518	127933	M00196
5522	204851	M00196
79871	11200	M00196
58190	23617	M00196
5535	51422	M00196
29101	51231	M00196
7957	1017	M00196
11221	7273	M00196
10106	55561	M00196
92235	1454	M00196
11221	10000	M00196
5500	1454	M00196
1846	5573	M00196
10106	5603	M00196
5470	23012	M00196
134510	9020	M00196
5500	5584	M00196
1849	6197	M00196
5532	57172	M00196
1850	728642	M00196
5515	10783	M00196
5500	1460	M00196
78986	122011	M00196
5518	1326	M00196
29101	9064	M00196
1847	4293	M00196
5520	120892	M00196
54935	6197	M00196
1850	6198	M00196
5522	130399	M00196
5500	57551	M00196
5495	5584	M00196
5532	25865	M00196
5504	5606	M00196
1850	10783	M00196
1846	5585	M00196
152926	1018	M00196
78986	25865	M00196
29101	5594	M00196
80824	5127	M00196
9647	6789	M00196
1850	90	M00196
5537	5601	M00196
1847	5891	M00196
192111	8445	M00196
10106	984	M00196
132160	25865	M00196
5496	22848	M00196
8493	5578	M00196
1033	65018	M00196
5520	26576	M00196
1850	26576	M00196
5506	1147	M00196
22843	4139	M00196
5531	5584	M00196
5499	5568	M00196
7957	54822	M00196
5475	1457	M00196
1849	55872	M00196
5515	6795	M00196
9150	23139	M00196
58190	90	M00196
5535	9149	M00196
5523	9891	M00196
5521	5598	M00196
5500	6093	M00196
132160	5610	M00196
5537	1859	M00196
5506	2580	M00196
1850	23012	M00196
150290	29941	M00196
5533	83983	M00196
5495	8621	M00196
23035	5871	M00196
92235	1452	M00196
80824	5578	M00196
5506	7444	M00196
1033	5601	M00196
5515	6885	M00196
5522	10420	M00196
23239	90	M00196
92235	84254	M00196
23239	127933	M00196
5501	8558	M00196
1847	202374	M00196
114971	494551	M00196
285193	8476	M00196
5531	3654	M00196
142679	8986	M00196
132160	1018	M00196
1849	9212	M00196
56940	3551	M00196
84152	10000	M00196
51657	11113	M00196
5502	5598	M00196
5533	9252	M00196
9150	8444	M00196
54434	983	M00196
5521	5058	M00196
142679	10087	M00196
54935	23178	M00196
92235	5593	M00196
54961	9212	M00196
1847	1111	M00196
338599	30811	M00196
63904	8317	M00196
1847	7465	M00196
5536	26524	M00196
1843	54861	M00196
8493	5602	M00196
11072	65975	M00196
5507	5594	M00196
29101	11213	M00196
1847	344387	M00196
5499	27148	M00196
5518	984	M00196
5502	2962	M00196
80824	699	M00196
5507	6093	M00196
11266	140901	M00196
150290	51701	M00196
63904	7786	M00196
29101	10746	M00196
5475	26576	M00196
92235	83942	M00196
150290	494551	M00196
11221	5594	M00196
5537	5891	M00196
142679	7465	M00196
5507	9833	M00196
63904	28996	M00196
5531	51701	M00196
5532	4215	M00196
5518	369	M00196
22843	11011	M00196
5494	816	M00196
85464	51776	M00196
84152	5600	M00196
51207	30849	M00196
5516	1021	M00196
54935	9128	M00196
80895	9175	M00196
92235	140609	M00196
5519	6794	M00196
5500	4117	M00196
1033	5596	M00196
132160	6199	M00196
23239	1612	M00196
11221	5063	M00196
5533	10087	M00196
5518	1196	M00196
5523	8428	M00196
1850	10746	M00196
23239	25989	M00196
192111	5562	M00196
5518	8317	M00196
7957	1019	M00196
5533	7444	M00196
8446	8536	M00196
7957	29941	M00196
10106	23617	M00196
8493	4750	M00196
22843	9475	M00196
80895	657	M00196
5530	8899	M00196
5506	140469	M00196
5535	5595	M00196
58190	5128	M00196
5506	23235	M00196
5495	3611	M00196
5494	5581	M00196
5502	6199	M00196
23035	9641	M00196
9150	65266	M00196
5520	140901	M00196
54935	9113	M00196
5536	282974	M00196
80824	3654	M00196
5523	6793	M00196
5534	65975	M00196
152926	23139	M00196
29101	10494	M00196
5535	2081	M00196
285193	26576	M00196
1843	23049	M00196
7957	5575	M00196
5516	9625	M00196
11101	284086	M00196
5470	8408	M00196
192111	5584	M00196
152926	8737	M00196
51657	9625	M00196
5504	1454	M00196
56940	65125	M00196
152926	84930	M00196
84152	9943	M00196
22843	23012	M00196
5494	30811	M00196
10217	57118	M00196
5533	7465	M00196
5504	9344	M00196
11221	657	M00196
11101	51765	M00196
78986	5607	M00196
1843	9113	M00196
5522	8317	M00196
1848	6885	M00196
1852	9212	M00196
5515	5595	M00196
1843	30811	M00196
63904	5604	M00196
11266	1457	M00196
114971	6446	M00196
5520	55872	M00196
80824	6195	M00196
5531	1198	M00196
1847	30849	M00196
5523	269	M00196
54434	5598	M00196
134510	5609	M00196
80895	57172	M00196
11072	1018	M00196
7957	10494	M00196
150290	23097	M00196
1844	3984	M00196
9647	23139	M00196
5535	4215	M00196
10106	8569	M00196
5531	23678	M00196
5518	9149	M00196
285193	9706	M00196
85464	54822	M00196
142679	5170	M00196
1846	9113	M00196
114971	54986	M00196
1846	9943	M00196
54961	5062	M00196
8446	9641	M00196
1844	25989	M00196
152926	26524	M00196
23239	5565	M00196
85464	25778	M00196
22843	10087	M00196
5534	5218	M00196
11221	11213	M00196
5502	65061	M00196
5523	8476	M00196
23239	10298	M00196
338599	5610	M00196
5494	8536	M00196
5495	5581	M00196
79871	4140	M00196
285193	7046	M00196
5496	55781	M00196
5532	983	M00196
5531	5578	M00196
1843	6790	M00196
10106	11183	M00196
192111	1196	M00196
28227	5590	M00196
22843	5604	M00196
51657	9252	M00196
85464	4117	M00196
10217	10087	M00196
1852	282974	M00196
1850	5891	M00196
1852	728642	M00196
5516	4140	M00196
51207	9943	M00196
1844	1456	M00196
5536	5170	M00196
132160	8859	M00196
5499	5593	M00196
285193	1018	M00196
5533	1453	M00196
5515	3551	M00196
11266	658	M00196
22843	8737	M00196
5516	11011	M00196
1849	5609	M00196
8446	9262	M00196
54961	5605	M00196
5523	4752	M00196
29101	5578	M00196
5470	9064	M00196
1849	415116	M00196
1033	81788	M00196
5470	1454	M00196
1843	817	M00196
5520	57172	M00196
132160	50488	M00196
5518	9064	M00196
51657	5599	M00196
150290	120892	M00196
152926	1024	M00196
1852	55351	M00196
5533	6446	M00196
1843	23678	M00196
10106	127933	M00196
28227	166614	M00196
5496	7048	M00196
10217	23031	M00196
5537	5610	M00196
5500	5591	M00196
54935	8445	M00196
7957	7786	M00196
10217	344387	M00196
5530	9263	M00196
5536	6787	M00196
5531	269	M00196
5522	5894	M00196
5499	5598	M00196
9647	79705	M00196
150290	5585	M00196
5531	65061	M00196
28227	3611	M00196
22843	8445	M00196
80895	9874	M00196
338599	8997	M00196
84152	57172	M00196
5507	5573	M00196
5536	23139	M00196
8446	79705	M00196
23239	1195	M00196
5475	1455	M00196
22843	4293	M00196
5522	657	M00196
150290	9064	M00196
10217	5593	M00196
5537	8476	M00196
5518	5582	M00196
1852	23678	M00196
7957	8476	M00196
5535	5218	M00196
7957	699	M00196
5506	54822	M00196
56940	5577	M00196
5521	202374	M00196
150290	3985	M00196
5506	7048	M00196
1848	10645	M00196
5495	5582	M00196
29101	55589	M00196
285193	8558	M00196
92235	2580	M00196
152926	81788	M00196
1848	202374	M00196
128853	9448	M00196
54961	6446	M00196
5521	10645	M00196
54961	65267	M00196
5533	817	M00196
5515	51347	M00196
22843	51265	M00196
28227	54861	M00196
1845	5062	M00196
142679	51265	M00196
5500	545	M00196
9150	816	M00196
5533	6885	M00196
5500	7048	M00196
5522	9891	M00196
5535	6198	M00196
51207	202374	M00196
78986	5597	M00196
5518	25778	M00196
150290	7786	M00196
84152	1454	M00196
5500	83942	M00196
7957	814	M00196
51207	51776	M00196
1850	6195	M00196
79871	8899	M00196
5522	5599	M00196
128853	65061	M00196
92235	10922	M00196
1850	5601	M00196
5533	2011	M00196
1844	1460	M00196
5499	56164	M00196
85464	6789	M00196
78986	5598	M00196
338599	166614	M00196
5531	282974	M00196
5532	27102	M00196
285193	6794	M00196
1849	8621	M00196
8446	57118	M00196
142679	5600	M00196
5537	140469	M00196
128853	5580	M00196
5535	9451	M00196
1845	5563	M00196
78986	6198	M00196
114971	9113	M00196
11101	8569	M00196
84152	4296	M00196
5501	658	M00196
5537	388228	M00196
54935	127933	M00196
80895	130399	M00196
11221	11011	M00196
5515	8536	M00196
23239	27347	M00196
285193	6733	M00196
11221	139728	M00196
5494	65061	M00196
5507	8814	M00196
1849	9943	M00196
10217	9943	M00196
1849	4296	M00196
5494	10114	M00196
128853	282974	M00196
80895	9262	M00196
5475	11329	M00196
5519	9344	M00196
1845	9149	M00196
80895	388228	M00196
5532	5589	M00196
8446	51765	M00196
9150	5604	M00196
80895	9149	M00196
54434	6788	M00196
142679	84254	M00196
80895	1111	M00196
1847	440275	M00196
338599	5601	M00196
285193	1195	M00196
1844	6093	M00196
128853	29941	M00196
29101	7048	M00196
29101	51701	M00196
134510	9891	M00196
9150	5591	M00196
5496	4139	M00196
5496	1019	M00196
22843	3985	M00196
54961	4140	M00196
22843	112858	M00196
80824	26750	M00196
5532	23043	M00196
142679	6416	M00196
5496	1454	M00196
132160	10494	M00196
5519	11113	M00196
54935	65267	M00196
51657	9263	M00196
92235	818	M00196
5516	29110	M00196
152926	1196	M00196
5530	817	M00196
5495	8997	M00196
1847	25989	M00196
92235	11035	M00196
132160	81788	M00196
5536	6416	M00196
1846	1760	M00196
5519	8780	M00196
54434	3551	M00196
5523	983	M00196
51657	56924	M00196
5532	5601	M00196
5500	81788	M00196
5530	5589	M00196
58190	5567	M00196
54434	816	M00196
1848	2872	M00196
5519	10922	M00196
132160	197259	M00196
134510	23604	M00196
7957	202374	M00196
80895	57118	M00196
1850	11184	M00196
9150	9088	M00196
5530	1018	M00196
56940	5598	M00196
5518	55351	M00196
5521	6787	M00196
11101	6732	M00196
1033	204851	M00196
9150	673	M00196
1845	6789	M00196
5534	5681	M00196
5521	415116	M00196
5535	814	M00196
5532	9262	M00196
85464	11040	M00196
9647	6792	M00196
1033	9706	M00196
79871	7465	M00196
5504	1453	M00196
134510	10733	M00196
56940	5127	M00196
5534	1196	M00196
5523	1613	M00196
56940	815	M00196
78986	5606	M00196
1846	4140	M00196
152926	51347	M00196
5502	57787	M00196
128853	5587	M00196
23035	9578	M00196
5500	7016	M00196
5530	22858	M00196
1848	9706	M00196
11221	8536	M00196
